Executing Genetic Algorithm with parameters: 
capacity = 7500; maxIterations = 75; popSize = 50; pc = 0.7; pm = 0.001; sameFitnessValueAbortPercentage = 0.9; threadPoolSize = 4

iteration,aValue,cValue,cWeight,cContent,bValue,bWeight,bContent
1,355.66,1382,7140,A;B;C;D;E;H;N;O;,1382,7140,A;B;C;D;E;H;N;O;
2,888.14,1422,7430,A;B;D;F;H;J;M;N;,1422,7430,A;B;D;F;H;J;M;N;
3,1043.02,1441,7480,A;B;D;F;H;J;N;O;,1441,7480,A;B;D;F;H;J;N;O;
4,1124.42,1422,7430,A;B;D;F;H;J;M;N;,1441,7480,A;B;D;F;H;J;N;O;
5,1110.1,1435,7470,A;B;D;F;H;K;L;O;,1441,7480,A;B;D;F;H;J;N;O;
6,999.58,1442,7470,A;B;D;F;H;K;L;O;,1442,7470,A;B;D;F;H;K;L;O;
7,969.98,1401,7360,B;C;D;E;F;J;L;N;,1442,7470,A;B;D;F;H;K;L;O;
8,909.18,1397,7220,B;G;I;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
9,1003.72,1400,7290,D;E;J;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
10,1006.26,1425,7400,A;B;C;E;F;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
11,976.1,1382,7140,C;E;H;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
12,926.46,1398,7260,D;F;I;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
13,1097.44,1397,7220,B;G;I;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
14,1129.84,1397,7220,B;G;I;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
15,1184.68,1424,7450,A;B;D;F;H;K;L;N;,1442,7470,A;B;D;F;H;K;L;O;
16,1085.58,1424,7450,A;B;D;F;H;K;L;N;,1442,7470,A;B;D;F;H;K;L;O;
17,1060.62,1424,7450,A;B;D;F;H;K;L;N;,1442,7470,A;B;D;F;H;K;L;O;
18,1196.94,1424,7450,A;B;D;F;H;K;L;N;,1442,7470,A;B;D;F;H;K;L;O;
19,1166.4,1424,7450,A;B;D;F;H;K;L;N;,1442,7470,A;B;D;F;H;K;L;O;
20,1104.1,1431,7470,A;B;D;F;H;K;M;N;,1442,7470,A;B;D;F;H;K;L;O;
21,1091.36,1424,7450,A;B;D;F;H;K;L;N;,1442,7470,A;B;D;F;H;K;L;O;
22,1150.46,1390,7180,C;E;I;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
23,1174.16,1390,7180,C;E;I;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
24,1147.3,1407,7260,C;G;I;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
25,1165.88,1390,7260,C;G;I;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
26,1200.08,1390,7180,C;E;I;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
27,1211.22,1434,7430,E;H;J;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
28,1167.34,1434,7430,E;H;J;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
29,1170.94,1434,7430,E;H;J;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
30,1152.64,1434,7430,E;H;J;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
31,1201.32,1434,7430,E;H;J;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
32,1051.2,1434,7430,E;H;J;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
33,1157.28,1383,7170,D;E;H;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
34,1229.58,1385,7170,C;F;G;K;M;N;O;,1442,7470,A;B;D;F;H;K;L;O;
35,1216.14,1428,7380,F;G;I;K;M;N;O;,1442,7470,A;B;D;F;H;K;L;O;
36,1138.84,1434,7430,E;H;J;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
37,1155.26,1408,7290,D;G;I;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
38,1139.5,1408,7290,D;G;I;K;L;N;O;,1442,7470,A;B;D;F;H;K;L;O;
