Executing Genetic Algorithm with parameters: 
capacity = 250000; maxIterations = 75; popSize = 200; pc = 0.7; pm = 0.02; sameFitnessValueAbortPercentage = 0.9; threadPoolSize = 4

iteration,aValue,cValue,cWeight,cContent,bValue,bWeight,bContent
1,-145853,491470,244153,AA;CA;FA;IA;JA;OA;PA;VA;FB;GB;IB;KB;LB;OB;QB;RB;SB;TB;UB;VB;XB;AC;GC;HC;MC;QC;RC;TC;UC;XC;AD;BD;ED;FD;JD;KD;LD;MD;ND;OD;RD;CE;EE;GE;NE;OE;QE;RE;SE;VE;WE;,491470,244153,AA;CA;FA;IA;JA;OA;PA;VA;FB;GB;IB;KB;LB;OB;QB;RB;SB;TB;UB;VB;XB;AC;GC;HC;MC;QC;RC;TC;UC;XC;AD;BD;ED;FD;JD;KD;LD;MD;ND;OD;RD;CE;EE;GE;NE;OE;QE;RE;SE;VE;WE;
2,-109939,493749,243243,DA;HA;LA;MA;NA;OA;PA;QA;TA;UA;WA;AB;BB;EB;FB;GB;OB;RB;UB;WB;XB;BC;CC;FC;GC;JC;KC;NC;TC;WC;XC;AD;CD;FD;GD;ID;KD;MD;ND;PD;QD;AE;DE;GE;HE;IE;NE;PE;RE;,493749,243243,DA;HA;LA;MA;NA;OA;PA;QA;TA;UA;WA;AB;BB;EB;FB;GB;OB;RB;UB;WB;XB;BC;CC;FC;GC;JC;KC;NC;TC;WC;XC;AD;CD;FD;GD;ID;KD;MD;ND;PD;QD;AE;DE;GE;HE;IE;NE;PE;RE;
3,-21085.3,505863,249004,AA;HA;IA;JA;NA;QA;SA;WA;DB;KB;LB;MB;NB;OB;QB;SB;TB;VB;XB;AC;CC;FC;GC;MC;NC;SC;TC;VC;XC;AD;BD;DD;ED;FD;GD;KD;PD;RD;TD;AE;EE;GE;HE;IE;KE;LE;OE;QE;UE;WE;XE;,505863,249004,AA;HA;IA;JA;NA;QA;SA;WA;DB;KB;LB;MB;NB;OB;QB;SB;TB;VB;XB;AC;CC;FC;GC;MC;NC;SC;TC;VC;XC;AD;BD;DD;ED;FD;GD;KD;PD;RD;TD;AE;EE;GE;HE;IE;KE;LE;OE;QE;UE;WE;XE;
4,140151,507176,249649,BA;DA;FA;GA;JA;RA;SA;TA;VA;DB;KB;LB;OB;QB;RB;SB;TB;UB;VB;XB;AC;CC;GC;HC;MC;QC;RC;TC;UC;XC;AD;BD;FD;KD;LD;MD;ND;OD;RD;TD;VD;WD;BE;JE;KE;LE;NE;OE;PE;QE;TE;VE;XE;,507176,249649,BA;DA;FA;GA;JA;RA;SA;TA;VA;DB;KB;LB;OB;QB;RB;SB;TB;UB;VB;XB;AC;CC;GC;HC;MC;QC;RC;TC;UC;XC;AD;BD;FD;KD;LD;MD;ND;OD;RD;TD;VD;WD;BE;JE;KE;LE;NE;OE;PE;QE;TE;VE;XE;
5,303910,509157,249794,EA;IA;JA;KA;MA;QA;SA;UA;VA;XA;AB;DB;EB;FB;JB;KB;LB;MB;OB;QB;RB;TB;VB;WB;HC;QC;TC;UC;WC;XC;AD;CD;FD;GD;ID;KD;MD;ND;PD;QD;AE;DE;HE;IE;LE;NE;PE;RE;,509157,249794,EA;IA;JA;KA;MA;QA;SA;UA;VA;XA;AB;DB;EB;FB;JB;KB;LB;MB;OB;QB;RB;TB;VB;WB;HC;QC;TC;UC;WC;XC;AD;CD;FD;GD;ID;KD;MD;ND;PD;QD;AE;DE;HE;IE;LE;NE;PE;RE;
6,347580,508119,248896,AA;BA;DA;FA;GA;JA;KA;MA;NA;PA;QA;UA;WA;AB;BB;EB;FB;GB;IB;OB;TB;UB;VB;WB;XB;BC;FC;GC;IC;LC;OC;SC;UC;VC;XC;AD;BD;DD;ED;FD;GD;KD;OD;RD;TD;UD;VD;EE;IE;KE;LE;OE;TE;UE;VE;,509157,249794,EA;IA;JA;KA;MA;QA;SA;UA;VA;XA;AB;DB;EB;FB;JB;KB;LB;MB;OB;QB;RB;TB;VB;WB;HC;QC;TC;UC;WC;XC;AD;CD;FD;GD;ID;KD;MD;ND;PD;QD;AE;DE;HE;IE;LE;NE;PE;RE;
7,359736,507996,249847,AA;BA;DA;FA;GA;HA;JA;KA;QA;SA;WA;XA;JB;KB;LB;MB;NB;OB;QB;SB;TB;VB;WB;XB;AC;CC;FC;LC;MC;SC;VC;XC;AD;BD;DD;ED;FD;GD;KD;OD;RD;TD;EE;GE;HE;IE;KE;LE;OE;TE;UE;VE;,509157,249794,EA;IA;JA;KA;MA;QA;SA;UA;VA;XA;AB;DB;EB;FB;JB;KB;LB;MB;OB;QB;RB;TB;VB;WB;HC;QC;TC;UC;WC;XC;AD;CD;FD;GD;ID;KD;MD;ND;PD;QD;AE;DE;HE;IE;LE;NE;PE;RE;
8,370019,508535,248848,AA;BA;DA;FA;GA;HA;JA;KA;QA;SA;WA;XA;JB;KB;LB;MB;NB;OB;QB;SB;TB;VB;WB;XB;AC;CC;FC;MC;NC;SC;TC;VC;XC;AD;BD;DD;ED;FD;GD;KD;PD;RD;TD;AE;GE;HE;KE;LE;OE;QE;UE;XE;,509157,249794,EA;IA;JA;KA;MA;QA;SA;UA;VA;XA;AB;DB;EB;FB;JB;KB;LB;MB;OB;QB;RB;TB;VB;WB;HC;QC;TC;UC;WC;XC;AD;CD;FD;GD;ID;KD;MD;ND;PD;QD;AE;DE;HE;IE;LE;NE;PE;RE;
9,341500,505746,247514,AA;BA;DA;FA;GA;JA;KA;MA;NA;PA;QA;UA;WA;AB;BB;EB;FB;GB;IB;OB;TB;UB;VB;WB;BC;CC;FC;GC;LC;SC;VC;XC;AD;BD;DD;ED;FD;GD;KD;RD;VD;EE;HE;IE;KE;NE;OE;PE;RE;TE;UE;,509157,249794,EA;IA;JA;KA;MA;QA;SA;UA;VA;XA;AB;DB;EB;FB;JB;KB;LB;MB;OB;QB;RB;TB;VB;WB;HC;QC;TC;UC;WC;XC;AD;CD;FD;GD;ID;KD;MD;ND;PD;QD;AE;DE;HE;IE;LE;NE;PE;RE;
10,368763,506582,248554,AA;BA;JA;KA;MA;NA;PA;QA;SA;UA;WA;AB;BB;EB;FB;GB;IB;OB;TB;UB;WB;XB;AC;FC;LC;MC;OC;SC;VC;XC;AD;CD;FD;GD;ID;JD;LD;MD;ND;RD;TD;XD;BE;IE;PE;QE;RE;SE;VE;XE;,509157,249794,EA;IA;JA;KA;MA;QA;SA;UA;VA;XA;AB;DB;EB;FB;JB;KB;LB;MB;OB;QB;RB;TB;VB;WB;HC;QC;TC;UC;WC;XC;AD;CD;FD;GD;ID;KD;MD;ND;PD;QD;AE;DE;HE;IE;LE;NE;PE;RE;
11,388495,510160,248898,BA;DA;FA;GA;JA;MA;OA;PA;QA;SA;TA;UA;WA;AB;BB;EB;FB;GB;HB;IB;OB;RB;UB;WB;BC;CC;FC;GC;JC;MC;PC;VC;XC;AD;DD;GD;JD;LD;ND;PD;XD;FE;GE;KE;ME;NE;PE;SE;WE;,510160,248898,BA;DA;FA;GA;JA;MA;OA;PA;QA;SA;TA;UA;WA;AB;BB;EB;FB;GB;HB;IB;OB;RB;UB;WB;BC;CC;FC;GC;JC;MC;PC;VC;XC;AD;DD;GD;JD;LD;ND;PD;XD;FE;GE;KE;ME;NE;PE;SE;WE;
12,390436,509959,248298,AA;BA;EA;FA;GA;HA;JA;KA;PA;QA;SA;XA;DB;FB;KB;LB;NB;OB;PB;QB;TB;VB;XB;AC;CC;DC;EC;NC;SC;TC;AD;GD;ID;LD;MD;OD;PD;QD;TD;XD;AE;DE;EE;IE;KE;LE;OE;WE;XE;,510160,248898,BA;DA;FA;GA;JA;MA;OA;PA;QA;SA;TA;UA;WA;AB;BB;EB;FB;GB;HB;IB;OB;RB;UB;WB;BC;CC;FC;GC;JC;MC;PC;VC;XC;AD;DD;GD;JD;LD;ND;PD;XD;FE;GE;KE;ME;NE;PE;SE;WE;
13,381304,507476,248982,AA;BA;EA;KA;LA;NA;QA;TA;VA;WA;XA;DB;FB;GB;KB;LB;NB;QB;SB;UB;VB;WB;XB;AC;CC;FC;MC;PC;VC;XC;AD;DD;FD;GD;JD;KD;LD;ND;PD;RD;CE;EE;GE;IE;KE;LE;OE;SE;UE;WE;XE;,510160,248898,BA;DA;FA;GA;JA;MA;OA;PA;QA;SA;TA;UA;WA;AB;BB;EB;FB;GB;HB;IB;OB;RB;UB;WB;BC;CC;FC;GC;JC;MC;PC;VC;XC;AD;DD;GD;JD;LD;ND;PD;XD;FE;GE;KE;ME;NE;PE;SE;WE;
14,360652,507969,249859,AA;BA;CA;DA;FA;GA;HA;IA;JA;QA;SA;UA;VA;WA;XA;DB;GB;KB;LB;MB;OB;RB;SB;EC;MC;SC;TC;AD;GD;ID;LD;MD;OD;PD;QD;TD;AE;DE;EE;FE;KE;ME;NE;OE;PE;SE;WE;,510160,248898,BA;DA;FA;GA;JA;MA;OA;PA;QA;SA;TA;UA;WA;AB;BB;EB;FB;GB;HB;IB;OB;RB;UB;WB;BC;CC;FC;GC;JC;MC;PC;VC;XC;AD;DD;GD;JD;LD;ND;PD;XD;FE;GE;KE;ME;NE;PE;SE;WE;
