Executing Genetic Algorithm with parameters: 
capacity = 250000; maxIterations = 75; popSize = 200; pc = 0.7; pm = 0.02; sameFitnessValueAbortPercentage = 0.9; threadPoolSize = 4

iteration,aValue,cValue,cWeight,cContent,bValue,bWeight,bContent
1,-157755,497168,248638,AA;CA;EA;FA;IA;LA;PA;RA;XA;IB;JB;MB;OB;RB;UB;WB;CC;FC;GC;HC;NC;OC;RC;SC;TC;UC;WC;XC;CD;FD;GD;JD;OD;PD;SD;TD;VD;XD;BE;EE;NE;OE;PE;QE;RE;SE;UE;VE;WE;XE;,497168,248638,AA;CA;EA;FA;IA;LA;PA;RA;XA;IB;JB;MB;OB;RB;UB;WB;CC;FC;GC;HC;NC;OC;RC;SC;TC;UC;WC;XC;CD;FD;GD;JD;OD;PD;SD;TD;VD;XD;BE;EE;NE;OE;PE;QE;RE;SE;UE;VE;WE;XE;
2,-117385,502640,249621,AA;EA;GA;HA;IA;NA;OA;PA;QA;SA;UA;WA;XA;BB;CB;EB;FB;GB;HB;IB;KB;MB;NB;OB;QB;RB;SB;WB;XB;FC;GC;HC;JC;LC;MC;NC;OC;TC;XC;AD;ED;FD;MD;RD;WD;AE;FE;IE;LE;OE;PE;XE;,502640,249621,AA;EA;GA;HA;IA;NA;OA;PA;QA;SA;UA;WA;XA;BB;CB;EB;FB;GB;HB;IB;KB;MB;NB;OB;QB;RB;SB;WB;XB;FC;GC;HC;JC;LC;MC;NC;OC;TC;XC;AD;ED;FD;MD;RD;WD;AE;FE;IE;LE;OE;PE;XE;
3,-63388.4,504028,247053,AA;FA;GA;HA;JA;PA;SA;TA;VA;XA;AB;FB;GB;JB;QB;TB;UB;WB;XB;AC;CC;DC;GC;IC;NC;OC;PC;RC;XC;AD;BD;CD;FD;HD;JD;MD;PD;RD;XD;EE;FE;IE;JE;KE;ME;NE;OE;QE;SE;TE;,504028,247053,AA;FA;GA;HA;JA;PA;SA;TA;VA;XA;AB;FB;GB;JB;QB;TB;UB;WB;XB;AC;CC;DC;GC;IC;NC;OC;PC;RC;XC;AD;BD;CD;FD;HD;JD;MD;PD;RD;XD;EE;FE;IE;JE;KE;ME;NE;OE;QE;SE;TE;
4,60632,508581,249239,AA;CA;EA;FA;JA;PA;SA;TA;VA;XA;AB;FB;GB;JB;QB;TB;UB;WB;XB;AC;DC;GC;IC;KC;NC;OC;PC;XC;AD;CD;FD;JD;LD;ND;OD;PD;SD;TD;AE;CE;EE;LE;ME;OE;PE;QE;SE;VE;WE;XE;,508581,249239,AA;CA;EA;FA;JA;PA;SA;TA;VA;XA;AB;FB;GB;JB;QB;TB;UB;WB;XB;AC;DC;GC;IC;KC;NC;OC;PC;XC;AD;CD;FD;JD;LD;ND;OD;PD;SD;TD;AE;CE;EE;LE;ME;OE;PE;QE;SE;VE;WE;XE;
5,222675,509392,249320,AA;FA;GA;JA;PA;SA;TA;UA;VA;XA;AB;FB;GB;JB;QB;SB;TB;VB;WB;AC;DC;GC;HC;KC;LC;RC;UC;WC;BD;DD;ED;FD;GD;ID;JD;KD;RD;TD;UD;VD;WD;AE;BE;CE;DE;GE;HE;IE;JE;KE;NE;WE;,509392,249320,AA;FA;GA;JA;PA;SA;TA;UA;VA;XA;AB;FB;GB;JB;QB;SB;TB;VB;WB;AC;DC;GC;HC;KC;LC;RC;UC;WC;BD;DD;ED;FD;GD;ID;JD;KD;RD;TD;UD;VD;WD;AE;BE;CE;DE;GE;HE;IE;JE;KE;NE;WE;
6,268193,508459,248068,AA;CA;EA;FA;GA;HA;JA;PA;SA;TA;VA;XA;AB;FB;GB;JB;QB;TB;UB;WB;XB;AC;DC;IC;NC;OC;PC;QC;XC;AD;CD;FD;JD;MD;PD;RD;VD;XD;BE;EE;FE;IE;JE;KE;ME;NE;OE;QE;SE;TE;WE;,509392,249320,AA;FA;GA;JA;PA;SA;TA;UA;VA;XA;AB;FB;GB;JB;QB;SB;TB;VB;WB;AC;DC;GC;HC;KC;LC;RC;UC;WC;BD;DD;ED;FD;GD;ID;JD;KD;RD;TD;UD;VD;WD;AE;BE;CE;DE;GE;HE;IE;JE;KE;NE;WE;
7,318109,510246,249246,CA;EA;FA;GA;HA;JA;PA;SA;TA;VA;XA;AB;FB;GB;IB;JB;TB;UB;WB;XB;AC;DC;IC;NC;OC;PC;QC;XC;AD;CD;FD;JD;MD;PD;RD;VD;XD;BE;EE;FE;IE;JE;KE;ME;NE;OE;QE;SE;TE;WE;,510246,249246,CA;EA;FA;GA;HA;JA;PA;SA;TA;VA;XA;AB;FB;GB;IB;JB;TB;UB;WB;XB;AC;DC;IC;NC;OC;PC;QC;XC;AD;CD;FD;JD;MD;PD;RD;VD;XD;BE;EE;FE;IE;JE;KE;ME;NE;OE;QE;SE;TE;WE;
8,379153,508805,249921,AA;CA;EA;FA;JA;MA;PA;SA;TA;VA;XA;AB;FB;GB;JB;QB;TB;UB;WB;XB;AC;DC;IC;KC;LC;NC;OC;PC;RC;XC;AD;CD;FD;GD;JD;LD;ND;OD;PD;RD;WD;AE;FE;JE;LE;ME;NE;SE;UE;VE;XE;,510246,249246,CA;EA;FA;GA;HA;JA;PA;SA;TA;VA;XA;AB;FB;GB;IB;JB;TB;UB;WB;XB;AC;DC;IC;NC;OC;PC;QC;XC;AD;CD;FD;JD;MD;PD;RD;VD;XD;BE;EE;FE;IE;JE;KE;ME;NE;OE;QE;SE;TE;WE;
9,336881,509523,249663,AA;GA;NA;OA;PA;TA;XA;BB;CB;FB;GB;QB;TB;UB;WB;AC;DC;GC;HC;IC;JC;KC;LC;NC;OC;PC;XC;AD;BD;CD;FD;GD;JD;KD;ND;OD;PD;AE;EE;HE;LE;ME;OE;PE;QE;SE;VE;WE;XE;,510246,249246,CA;EA;FA;GA;HA;JA;PA;SA;TA;VA;XA;AB;FB;GB;IB;JB;TB;UB;WB;XB;AC;DC;IC;NC;OC;PC;QC;XC;AD;CD;FD;JD;MD;PD;RD;VD;XD;BE;EE;FE;IE;JE;KE;ME;NE;OE;QE;SE;TE;WE;
10,362178,511491,248943,FA;GA;JA;KA;PA;SA;AB;FB;LB;OB;SB;TB;XB;AC;BC;DC;JC;KC;LC;OC;QC;XC;AD;BD;CD;FD;JD;KD;LD;PD;RD;VD;WD;AE;BE;CE;DE;GE;HE;IE;JE;KE;NE;WE;,511491,248943,FA;GA;JA;KA;PA;SA;AB;FB;LB;OB;SB;TB;XB;AC;BC;DC;JC;KC;LC;OC;QC;XC;AD;BD;CD;FD;JD;KD;LD;PD;RD;VD;WD;AE;BE;CE;DE;GE;HE;IE;JE;KE;NE;WE;
