Executing Genetic Algorithm with parameters: 
capacity = 250000; maxIterations = 75; popSize = 200; pc = 0.7; pm = 0.02; sameFitnessValueAbortPercentage = 0.9; threadPoolSize = 4

iteration,aValue,cValue,cWeight,cContent,bValue,bWeight,bContent
1,-144140,500055,246460,BA;CA;DA;EA;FA;JA;LA;OA;VA;WA;XA;BB;CB;DB;EB;FB;GB;LB;QB;SB;XB;DC;FC;GC;IC;OC;PC;VC;WC;AD;BD;FD;GD;HD;ID;JD;LD;ND;PD;QD;UD;BE;FE;IE;ME;RE;SE;WE;,500055,246460,BA;CA;DA;EA;FA;JA;LA;OA;VA;WA;XA;BB;CB;DB;EB;FB;GB;LB;QB;SB;XB;DC;FC;GC;IC;OC;PC;VC;WC;AD;BD;FD;GD;HD;ID;JD;LD;ND;PD;QD;UD;BE;FE;IE;ME;RE;SE;WE;
2,-116515,500055,246460,BA;CA;DA;EA;FA;JA;LA;OA;VA;WA;XA;BB;CB;DB;EB;FB;GB;LB;QB;SB;XB;DC;FC;GC;IC;OC;PC;VC;WC;AD;BD;FD;GD;HD;ID;JD;LD;ND;PD;QD;UD;BE;FE;IE;ME;RE;SE;WE;,500055,246460,BA;CA;DA;EA;FA;JA;LA;OA;VA;WA;XA;BB;CB;DB;EB;FB;GB;LB;QB;SB;XB;DC;FC;GC;IC;OC;PC;VC;WC;AD;BD;FD;GD;HD;ID;JD;LD;ND;PD;QD;UD;BE;FE;IE;ME;RE;SE;WE;
3,-53361.7,499817,245827,BA;CA;DA;EA;FA;GA;KA;LA;NA;PA;RA;WA;AB;BB;DB;EB;FB;HB;IB;LB;TB;VB;DC;JC;LC;MC;QC;SC;WC;XC;AD;DD;HD;LD;MD;ND;OD;SD;UD;VD;WD;BE;KE;PE;,500055,246460,BA;CA;DA;EA;FA;JA;LA;OA;VA;WA;XA;BB;CB;DB;EB;FB;GB;LB;QB;SB;XB;DC;FC;GC;IC;OC;PC;VC;WC;AD;BD;FD;GD;HD;ID;JD;LD;ND;PD;QD;UD;BE;FE;IE;ME;RE;SE;WE;
4,54622.6,512546,249630,AA;DA;GA;HA;IA;OA;PA;QA;RA;VA;AB;BB;FB;IB;JB;LB;MB;OB;QB;RB;VB;WB;XB;BC;EC;KC;QC;RC;SC;UC;VC;XC;AD;FD;KD;PD;QD;SD;IE;JE;ME;NE;PE;RE;SE;TE;XE;,512546,249630,AA;DA;GA;HA;IA;OA;PA;QA;RA;VA;AB;BB;FB;IB;JB;LB;MB;OB;QB;RB;VB;WB;XB;BC;EC;KC;QC;RC;SC;UC;VC;XC;AD;FD;KD;PD;QD;SD;IE;JE;ME;NE;PE;RE;SE;TE;XE;
5,199748,509828,249970,BA;CA;DA;EA;FA;HA;OA;QA;RA;SA;VA;AB;BB;FB;IB;JB;LB;MB;OB;QB;RB;VB;WB;XB;BC;EC;FC;KC;OC;RC;SC;UC;VC;XC;AD;FD;KD;PD;QD;SD;TD;IE;KE;OE;PE;QE;SE;,512546,249630,AA;DA;GA;HA;IA;OA;PA;QA;RA;VA;AB;BB;FB;IB;JB;LB;MB;OB;QB;RB;VB;WB;XB;BC;EC;KC;QC;RC;SC;UC;VC;XC;AD;FD;KD;PD;QD;SD;IE;JE;ME;NE;PE;RE;SE;TE;XE;
6,315181,510500,249700,BA;IA;PA;QA;TA;UA;XA;BB;JB;KB;OB;QB;RB;SB;WB;AC;BC;CC;DC;GC;JC;NC;PC;RC;SC;TC;VC;XC;AD;BD;CD;JD;MD;QD;SD;UD;BE;CE;GE;KE;PE;VE;,512546,249630,AA;DA;GA;HA;IA;OA;PA;QA;RA;VA;AB;BB;FB;IB;JB;LB;MB;OB;QB;RB;VB;WB;XB;BC;EC;KC;QC;RC;SC;UC;VC;XC;AD;FD;KD;PD;QD;SD;IE;JE;ME;NE;PE;RE;SE;TE;XE;
7,357713,511962,249332,BA;CA;DA;EA;FA;LA;OA;VA;WA;XA;BB;DB;EB;FB;GB;IB;LB;QB;WB;BC;DC;FC;IC;JC;MC;PC;TC;UC;WC;BD;GD;ID;JD;KD;MD;ND;OD;PD;RD;UD;BE;FE;KE;PE;SE;,512546,249630,AA;DA;GA;HA;IA;OA;PA;QA;RA;VA;AB;BB;FB;IB;JB;LB;MB;OB;QB;RB;VB;WB;XB;BC;EC;KC;QC;RC;SC;UC;VC;XC;AD;FD;KD;PD;QD;SD;IE;JE;ME;NE;PE;RE;SE;TE;XE;
8,356387,508397,247581,BA;CA;DA;EA;FA;JA;LA;OA;PA;VA;WA;XA;CB;DB;EB;FB;GB;PB;QB;RB;VB;WB;XB;AC;BC;EC;FC;KC;PC;QC;RC;SC;VC;WC;XC;AD;KD;MD;OD;PD;RD;TD;VD;BE;FE;GE;HE;ME;RE;SE;WE;,512546,249630,AA;DA;GA;HA;IA;OA;PA;QA;RA;VA;AB;BB;FB;IB;JB;LB;MB;OB;QB;RB;VB;WB;XB;BC;EC;KC;QC;RC;SC;UC;VC;XC;AD;FD;KD;PD;QD;SD;IE;JE;ME;NE;PE;RE;SE;TE;XE;
9,382137,511126,249360,BA;CA;IA;JA;MA;OA;VA;AB;BB;FB;HB;IB;JB;LB;MB;OB;QB;VB;WB;XB;BC;EC;FC;KC;NC;PC;QC;RC;SC;UC;VC;XC;AD;ED;FD;KD;PD;QD;SD;DE;FE;IE;ME;QE;RE;VE;WE;,512546,249630,AA;DA;GA;HA;IA;OA;PA;QA;RA;VA;AB;BB;FB;IB;JB;LB;MB;OB;QB;RB;VB;WB;XB;BC;EC;KC;QC;RC;SC;UC;VC;XC;AD;FD;KD;PD;QD;SD;IE;JE;ME;NE;PE;RE;SE;TE;XE;
10,366245,506323,249360,BA;CA;IA;JA;MA;OA;VA;AB;BB;FB;HB;IB;JB;LB;MB;OB;QB;VB;WB;XB;BC;EC;FC;KC;NC;PC;QC;RC;SC;UC;VC;XC;AD;ED;FD;KD;PD;QD;SD;DE;FE;IE;ME;QE;RE;VE;WE;,512546,249630,AA;DA;GA;HA;IA;OA;PA;QA;RA;VA;AB;BB;FB;IB;JB;LB;MB;OB;QB;RB;VB;WB;XB;BC;EC;KC;QC;RC;SC;UC;VC;XC;AD;FD;KD;PD;QD;SD;IE;JE;ME;NE;PE;RE;SE;TE;XE;
